trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.4770300289684831}",25,18,2.2906796586637137,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.47516642185401503}",30,8,14.186302052059336,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.47329933522260836}",30,20,6.70889865461626,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.4714287560568318}",25,0,-22.00507545700443,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.46955467126606665}",20,10,-16.03378658191038,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.4676770676859571}",35,18,-47.379714104273354,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
375,False,"{'a': 0.5, 'e': 0.4657959320778555}",30,4,-71.63526258583558,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 1}",1
376,False,"{'a': 0.5, 'e': 0.46391125112826226}",20,0,-29.534977701837498,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.46202301144826047}",30,0,13.406209575298263,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.46013119957294524}",25,0,4.150733035085051,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.4582358019608475}",30,19,-19.240561398193332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
380,False,"{'a': 0.5, 'e': 0.4563368049933526}",20,13,6.510366965694688,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.454434194974113}",30,17,6.184356342778167,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.4525279581284557}",30,18,-68.59764116894686,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.45061808060278363}",20,0,-63.75944652727938,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.44870454846397206}",25,13,-38.398528758704536,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
385,False,"{'a': 0.5, 'e': 0.4467873476987581}",20,8,-29.314230643096106,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.44486646421312537}",35,18,-36.44988427160821,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
387,False,"{'a': 0.5, 'e': 0.44294188383168226}",25,10,-49.8738943128967,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.44101359229703413}",30,7,28.398663169381507,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.43908157526914976}",25,13,11.339674343927538,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.4371458183247213}",20,15,-4.448016451506504,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.4352063069565184}",20,16,8.881311553906475,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.4332630265727358}",20,0,-17.008047741499535,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.43131596249633447}",25,11,3.9401531781921424,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.42936509996437683}",25,11,16.233289906264687,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.42741042412735486}",20,8,-21.22909514525424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.425451920048512}",20,0,-9.306341460696624,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.42348957270315823}",30,1,-36.21345001214208,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.4215233669779787}",25,14,5.573270762949789,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.419553287670335}",20,8,-23.544329071935813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.41757931948756016}",25,14,-60.51628970618562,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
401,False,"{'a': 0.5, 'e': 0.41560144704624635}",20,0,-84.5189367189982,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
402,False,"{'a': 0.5, 'e': 0.4136196548715254}",20,2,21.610691253116162,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.4116339273963424}",20,4,-44.71845926297035,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
404,False,"{'a': 0.5, 'e': 0.4096442489607222}",20,0,-31.97584114063677,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
405,False,"{'a': 0.5, 'e': 0.4076506038110282}",20,0,-25.493483240059927,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.40565297609921386}",20,0,-99.65390092579167,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
407,False,"{'a': 0.5, 'e': 0.4036513498820671}",30,8,8.133884673486413,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.40164570912044667}",30,12,-14.34390368157804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.5, 'e': 0.39963603767851097}",25,3,-43.070332000595826,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.3976223193229392}",20,8,-10.361106335484036,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.3956045377221445}",20,13,13.317798819707534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.39358267644547945}",20,0,0.850198082090925,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.391556718962433}",30,0,-37.61217199580374,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.38952664864181974}",25,0,-54.34636675151001,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
415,False,"{'a': 0.5, 'e': 0.3874924487509608}",20,1,-56.748639176368314,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.38545410245485606}",20,13,-2.291686114523209,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.38341159281534837}",25,10,-4.0298466024276145,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.3813649027902791}",20,0,-7.136386170545723,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.37931401523263486}",20,7,-2.1063812473891295,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.3772589128896854}",25,9,-53.268094448269686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
421,False,"{'a': 0.5, 'e': 0.375199578402113}",25,8,-41.25027685324649,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.3731359943031326}",20,7,1.466974613636713,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.37106814301760294}",25,0,-11.968114597079616,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.3689960068611283}",20,15,-1.9264265990031049,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.3669195680391512}",25,0,22.713304277664722,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.36483880864603546}",25,6,7.214024682589568,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.3627537106641397}",20,3,-12.561415776459226,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
428,False,"{'a': 0.5, 'e': 0.3606642559628813}",20,12,8.701541246912171,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.35857042629779057}",25,6,19.09955844547522,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.3564722033095546}",25,0,-75.5073618340171,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
431,False,"{'a': 0.5, 'e': 0.35436956852305174}",25,7,-12.10131608178934,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.3522625033463753}",25,5,-38.044725978507024,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.3501509890698472}",30,6,29.008939724565035,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.3480350068650212}",20,3,-37.88933646950548,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.3459145377836755}",30,8,4.971077594995728,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.3437895627567947}",25,11,4.241636721546815,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.3416600625935408}",25,3,19.641450668478218,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.33952601798021353}",20,10,3.525799286833025,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.3373874094791988}",30,14,14.40171820943877,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.3352442175279072}",30,23,-0.9919923768024881,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.3330964224376994}",20,8,19.39036602488569,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.3309440043928017}",25,6,17.370829146248617,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.3287869434492087}",20,2,-101.85185608816151,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
444,False,"{'a': 0.5, 'e': 0.32662521953357454}",20,9,18.804301103127873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.32445881244209207}",20,0,-37.844031766220525,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
446,False,"{'a': 0.5, 'e': 0.32228770183935984}",25,14,-1.4820112219704802,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.3201118672572369}",20,1,-4.974916285946027,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.3179312880936849}",30,8,4.300884564000482,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.3157459436115978}",25,20,6.272365006535802,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.31355581293761825}",20,10,6.791361132096549,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.3113608750609418}",25,14,-10.713878909261808,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.309161108832107}",30,16,-43.662963096090216,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
453,False,"{'a': 0.5, 'e': 0.30695649296177324}",25,15,-30.93670764782603,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
454,False,"{'a': 0.5, 'e': 0.3047470060194839}",25,6,26.62309296189656,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.30253262643241685}",30,2,1.9444929196080163,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.30031333248412045}",20,5,18.368276840316796,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.2980891023132356}",20,0,20.835665388460846,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 0.29585991391220395}",20,12,14.459125591688746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.29362574512596107}",25,3,-17.607917485690457,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
460,False,"{'a': 0.5, 'e': 0.2913865736506153}",25,13,-29.083809707877286,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
461,False,"{'a': 0.5, 'e': 0.28914237703211204}",25,4,-7.626911926074338,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
462,False,"{'a': 0.5, 'e': 0.2868931326648823}",25,16,11.720095621460253,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.28463881779047684}",20,0,23.20897258591477,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
464,False,"{'a': 0.5, 'e': 0.2823794094961843}",25,7,-17.46717088212749,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.2801148847136339}",25,10,9.441332005295354,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.2778452202173822}",25,11,-29.309970712464217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
467,False,"{'a': 0.5, 'e': 0.2755703926234842}",30,7,14.744568056366653,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.2732903783880471}",30,13,-37.555695975320056,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
469,False,"{'a': 0.5, 'e': 0.27100515380576895}",30,14,16.83531591997492,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.2687146950084594}",20,15,10.05174210239506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.26641897796354413}",30,21,-4.92134535296411,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.26411797847255164}",30,10,-14.450978661969806,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.2618116721695831}",30,8,0.8338554673523637,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.25950003451976406}",20,13,11.98735437626922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.25718304081767823}",25,13,-22.402780605261558,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.25486066618578357}",25,16,21.241773831752905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.25253288557280934}",25,10,-0.02764016579916273,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.2501996737521348}",20,15,-12.83292509104573,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.2478610053201489}",25,11,0.7455238422590165,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.24551685469459064}",30,11,-32.89270551454123,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
481,False,"{'a': 0.5, 'e': 0.24316719611287008}",25,8,5.5113100010092095,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.2408120036303694}",30,8,37.74321383151427,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.2384512511187241}",25,6,6.373204208652531,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.23608491226408368}",20,5,25.80296716082514,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.2337129605653519}",20,11,6.999036581723044,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.2313353693324059}",20,6,22.33716149936044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.2289521116842942}",20,0,6.855773958791165,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
488,False,"{'a': 0.5, 'e': 0.2265631605474132}",25,16,12.232640542700535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.22416848865366198}",25,0,-135.97434260071716,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
490,False,"{'a': 0.5, 'e': 0.22176806853857445}",35,16,24.126641740997275,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.21936187253942965}",20,14,13.138554990692752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.2169498727933389}",25,1,24.57600057122532,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.21453204123530994}",20,0,-21.77748913438746,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
494,False,"{'a': 0.5, 'e': 0.21210834959628752}",20,6,25.063296104667437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.20967876940117028}",25,7,32.04559875026336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.2072432719668034}",20,5,-41.886301837278076,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
497,False,"{'a': 0.5, 'e': 0.20480182839994696}",20,14,-0.34144158031439287,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.202354409595219}",25,5,-92.53285924665913,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",1
499,False,"{'a': 0.5, 'e': 0.19990098623301386}",25,11,-27.233765053103888,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
500,False,"{'a': 0.5, 'e': 0.19744152877739457}",30,11,19.715086336523292,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.19497600747395938}",20,2,18.11910105568302,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.1925043923476819}",30,23,13.452937842408584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.19002665320072454}",30,7,36.66775324221505,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.18754275961022468}",20,9,9.517980048901043,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.18505268092605343}",20,10,6.871115582547372,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.18255638626854626}",20,16,10.834133100344175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.1800538445262053}",25,13,12.660447541956763,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.17754502435337294}",20,8,21.5098788169455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.17502989416787587}",25,2,17.740375118835615,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.17250842214863976}",20,4,27.994027980091108,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.1699805762332736}",20,13,14.996046857429556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.16744632411562335}",25,8,-23.54291847923755,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
513,False,"{'a': 0.5, 'e': 0.16490563324329482}",30,12,8.397998775526329,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.16235847081514468}",25,11,-3.9708002499572497,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.15980480377873957}",25,5,-53.77647688513586,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
516,False,"{'a': 0.5, 'e': 0.15724459882778274}",25,0,17.92501342211257,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.15467782239950753}",20,8,-20.732978419187983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.5, 'e': 0.1521044406720375}",20,7,-20.50310713610348,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.1495244195617122}",20,9,22.244968908277716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.14693772472037875}",20,12,13.722682704311914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.14434432153264795}",25,8,15.207675722274011,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.14174417511311488}",35,23,25.506495865853097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.13913725030354335}",20,14,-0.23406540454452474,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.1365235116700133}",20,13,13.297821540824636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.13390292350003116}",20,14,11.839089826627644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.13127544979960185}",20,11,6.69280010299102,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.1286410542902626}",20,12,11.790482523334799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.12599970040607736}",20,9,10.084368238222632,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.12335135129059148}",20,1,26.62975886569377,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.12069596979374596}",25,5,10.657453703432003,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.1180335184687506}",20,6,14.7210976202896,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.11536395956891542}",20,16,6.593020016327039,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.1126872550444397}",25,13,22.041953697787875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.11000336653915792}",25,13,18.152974778099956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.10731225538724186}",30,17,26.24453071450455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.1046138826098583}",20,9,20.784902564616523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.1019082089117814}",25,19,6.228787789931319,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.09919519467795926}",20,0,30.483655688537155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.09647479997003362}",25,7,-6.743681903227914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.09374698452281223}",20,12,14.02902108574052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.09101170774069287}",20,9,16.781753375098138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.08826892869403836}",20,15,10.17127331801434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.08551860611550184}",20,10,20.037365153975625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.08276069839630117}",25,12,21.656439676773733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.07999516358244192}",20,12,15.434226585069643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.07722195937088804}",35,23,20.04774517139238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.0744410431056792}",20,9,18.483789620933702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.071652371773994}",20,0,30.61966960076291,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.0688559020021582}",30,12,24.903902098384343,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06605159005159687}",30,12,27.48335967552723,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.06323939181472978}",20,13,14.354099942136147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.060419262810808685}",20,9,-26.053984288273288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
553,False,"{'a': 0.5, 'e': 0.05759115818169604}",20,0,27.43799673411813,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
